idx,kind,pca_pre_x,pca_pre_y,pca_rnd_x,pca_rnd_y,tsne_pre_x,tsne_pre_y,tsne_rnd_x,tsne_rnd_y
261,local,-1.16102,3.6674924,-5.719879,4.0136957,-8.484786,15.021694,-9.236769,11.585293
262,local,8.971916,-0.9537145,3.303793,8.825402,31.47166,-2.714161,27.967863,3.6194334
263,local,0.7986098,4.5475664,-19.427866,4.1832113,-12.365537,11.93371,-20.023283,1.7149891
264,local,0.050973795,3.9442432,14.68452,3.7885249,-12.778554,13.904049,12.847042,13.660129
265,local,7.9068804,-2.1712325,-16.926168,6.62024,33.890488,-7.057611,-22.008589,4.096934
266,local,0.3508275,4.447625,6.3260155,3.2357638,-12.032303,12.181674,5.7181787,11.315869
267,local,8.973674,-1.0657369,-4.29491,7.331392,35.699554,-5.3023286,21.363367,-1.0933074
268,local,9.750869,0.1770157,-18.399317,9.06343,32.32667,-2.46171,-24.530018,7.301184
269,local,8.1203375,-1.3291807,1.9094973,13.149053,31.21177,-4.497271,24.413841,3.9381135
270,mixture,-2.1754415,0.44651997,-4.933224,-7.9239016,-18.066628,-7.197852,-1.6054409,-10.174009
271,mixture,-0.5902106,1.3234475,-16.629496,-2.3800933,-14.937416,0.74342436,-13.712953,-2.5312493
272,mixture,-1.6313124,-0.6653251,4.187786,-4.8681793,-15.770926,-4.151788,3.0951424,-10.748116
273,mixture,-1.9878091,-0.2983343,-10.256127,-4.4483023,-19.715618,-6.197097,-10.436571,-2.0889454
274,mixture,-1.3333746,3.4631352,7.329152,2.2987413,-8.48865,16.367481,13.140008,10.250404
275,mixture,-1.3880967,-0.3526392,9.032506,-1.6309929,-15.678364,-1.0635377,9.348637,-1.7153333
276,mixture,-1.2606275,1.8716034,-5.3174124,1.0637592,-15.408428,4.327937,1.0292727,1.3626473
277,mixture,-0.1084107,2.2097983,10.018691,1.1023948,-14.994073,5.5212226,10.019845,4.866396
278,mixture,-0.33845893,1.2505418,-1.0898974,-3.847063,-14.869287,0.57232237,3.7967992,1.8585861
279,mixture,-2.0718503,0.073716015,-1.8200082,-4.5660257,-14.743522,-1.4333509,-1.5564817,-7.074713
280,mixture,-1.5051334,0.19732535,-1.0869329,-3.8176138,-14.872421,-0.84301335,-3.3044918,-6.28815
281,mixture,-2.0545232,-0.3071805,-9.550846,-7.0823493,-15.075514,-2.6751647,-9.863902,-5.7907825
282,mixture,-2.026079,0.26182115,-4.5647345,0.4257868,-15.808653,-0.4251316,0.9005314,0.88876617
283,mixture,-2.7845163,-1.2052102,-10.759803,-2.0735552,-20.943708,-5.0806837,-10.239951,-3.4983127
284,mixture,-2.383521,0.45439398,4.732961,-2.1014059,-22.575468,-2.1427612,6.6352134,0.84012574
285,mixture,-0.49451584,1.285843,-6.703042,-2.2657049,-15.073325,0.61574703,-0.037249148,1.1652877
286,mixture,-2.0944097,-0.55347174,15.676225,-4.6553006,-15.511832,-2.1746428,11.852589,-10.71872
287,mixture,-3.0130901,0.36322325,18.39988,-8.671068,-14.208445,-2.61195,14.631884,-12.417266
288,mixture,-2.376331,-0.57105535,14.773396,-4.996713,-20.752525,-6.604532,11.058682,-9.906441
289,mixture,0.5263416,2.3437355,15.028938,0.6260288,-14.617942,5.6870236,13.882439,2.8264313
290,mixture,-0.9885767,3.5740798,13.179651,4.1030326,-8.341518,16.686901,13.848905,9.156642
291,mixture,-3.2177877,-1.8959473,-19.998981,-5.027256,-14.305305,-5.168607,-17.16673,-5.403199
292,mixture,-2.8877628,-1.1430851,-12.435853,-6.6017575,-20.547218,-7.8614106,-10.978872,-2.5698156
293,mixture,-1.8664095,-0.4717795,7.5601244,-4.103248,-17.725609,-7.2877955,3.3209066,-11.408794
294,mixture,-2.690751,-1.3270402,7.5805387,-8.704416,-21.348133,-5.3611336,7.2400036,-10.071029
295,mixture,-2.420275,-0.28494492,22.066832,-6.8230014,-15.536282,-2.4290514,12.877151,-13.107121
296,mixture,-2.1843772,3.6856518,-4.5080533,4.9465327,-7.2907133,16.793009,-2.9742079,9.454795
297,mixture,-2.5700686,0.3201825,6.037725,-0.85278314,-22.168758,-1.6176591,6.966441,0.22811627
298,mixture,-0.9964259,3.4773476,4.308328,5.4560604,-8.429786,17.03935,12.525759,8.928502
299,mixture,-2.4540157,-0.982796,-2.7485483,-1.4146473,-21.19018,-5.9745398,-9.661082,-0.87640274
300,mixture,-1.2578156,0.549182,3.6776412,-3.6242778,-14.577,-0.37764913,4.1909814,-2.3859015
301,mixture,-1.1940318,1.7725949,6.0698133,-0.25242805,-20.689802,2.77398,5.594462,-1.7197417
302,mixture,-2.2739656,-1.2291096,13.854288,-6.4792013,-21.460102,-6.7745466,9.3747225,-12.350106
303,mixture,-2.643751,-0.04118564,17.52227,-8.502144,-19.905972,-4.922162,12.5267725,-10.3699665
304,mixture,-2.8059883,-0.48960885,-10.393419,-0.5690582,-21.61487,-1.8527853,-12.83838,2.496755
305,mixture,-2.4523456,0.0013613193,1.0966746,-3.245381,-16.519367,-1.2171823,5.4255853,1.4061486
306,mixture,0.8043382,3.7407765,-6.9831834,2.3274384,-12.282632,13.528439,-5.325578,10.054623
307,mixture,-2.5138135,-0.2566437,0.40955806,-5.5122957,-18.340666,-6.2037926,4.494509,-7.6581807
308,mixture,-2.2909527,-0.023100754,2.9540668,-5.148858,-15.546226,-4.23579,1.1490326,-8.809815
309,mixture,-1.6540585,0.17669605,4.34112,-5.683909,-21.865435,-1.4672111,1.6625897,-5.382041
310,mixture,-2.5178268,-0.47039476,16.222784,-9.209399,-20.189547,-6.6437473,9.021089,-13.014076
311,mixture,0.38768014,3.7430074,-8.100519,6.025144,-12.137107,13.722547,-12.740909,5.938753
312,mixture,-3.8382707,-1.474398,-3.198668,-6.1882253,-19.94027,-8.781925,-4.849695,-8.400246
313,mixture,-1.1874492,3.6953142,-8.388045,2.912758,-7.8993034,17.186253,-8.916347,8.056549
314,mixture,-0.29994205,2.289199,-16.468203,-1.7499807,-14.968855,5.1957498,-16.271984,-1.8809072
315,mixture,-1.5959438,1.4973973,6.8984003,-0.77385557,-23.063917,-1.2108109,7.9181046,0.14240465
316,mixture,-2.4020088,-0.41261935,10.088896,-7.9253583,-20.46082,-5.81583,7.2952194,-10.307119
317,mixture,0.44393283,4.074956,18.645254,4.876797,-12.335326,13.71677,13.399906,15.640119
318,mixture,-2.5175617,0.13821264,6.139375,-4.310885,-20.116592,-5.144599,1.5723897,-5.3349957
319,mixture,-2.3616004,0.8199183,19.978436,-1.7913141,-21.700384,1.3755032,13.360377,-7.8002415
320,mixture,-0.8081276,2.994119,-10.965193,-2.987067,-15.814646,5.2971954,-13.723269,-1.4005831
321,mixture,-1.7581946,-0.7495851,-1.1312627,-2.4782522,-16.416172,-2.044571,2.484225,-0.61158395
322,mixture,-3.137585,-0.92425746,16.572134,-4.866546,-21.152046,-7.077313,10.233059,-10.71902
323,mixture,-1.291181,0.42122728,-19.409416,-5.3223085,-15.777877,-0.57628816,-16.345072,-3.7659023
324,mixture,-1.277655,0.15600155,14.695796,-2.4572976,-15.641658,-3.8218336,10.196686,-7.113763
325,mixture,-2.12657,-0.19696502,13.782022,-7.922086,-15.956233,-1.9697776,12.1696415,-14.319472
326,mixture,-1.798025,-0.36667112,16.989965,-4.3757453,-15.344797,-1.7698748,11.260196,-9.465092
327,mixture,-2.6456032,-0.57347715,5.845086,-5.4080124,-20.932798,-6.305984,3.886497,-8.02086
328,mixture,-2.4497862,-0.67134434,-16.434353,-7.155462,-18.617382,-7.5388846,-16.313362,-10.127592
329,mixture,-1.7748016,-0.43483424,7.1294656,-8.266825,-19.036034,-6.861053,4.155132,-12.757775
330,mixture,-2.0056121,-0.91726726,-13.341572,-3.7228024,-16.75027,-2.1563885,-14.755367,-5.058263
331,mixture,-1.3813721,2.5276282,-0.58604974,0.27036837,-15.463921,4.4077697,4.156238,3.012237
332,mixture,-2.0306942,-0.30936658,-9.806349,-7.405928,-19.861681,-6.517841,-8.715997,-6.686724
333,mixture,-1.0656856,3.5341177,-25.255903,3.5407138,-7.8991714,16.231638,-18.996649,2.782571
334,mixture,-0.21918547,2.7480767,-10.656305,5.9067693,-11.744602,14.092724,-14.4329,9.17445
335,mixture,-2.5067134,-0.933619,-11.992354,-0.7670393,-21.241056,-5.6163497,-10.545967,-0.21245843
336,mixture,-1.1145598,1.8052443,0.677933,-0.6254201,-16.093546,4.6250834,1.6626467,0.088722125
337,mixture,-1.9327372,-0.2875827,-2.3415215,-4.226008,-16.743822,-1.7364749,2.4076624,-3.3863518
338,mixture,-2.9988415,-0.3449495,11.530518,-5.1222625,-19.29666,-8.115682,9.237492,-8.531589
339,mixture,-2.728824,-0.41281834,6.798922,-11.266229,-20.093489,-7.453354,5.121694,-11.783407
340,mixture,-1.8911041,0.32387367,-1.1670368,-0.29081252,-22.211552,-1.2311616,3.7889915,2.9662414
341,mixture,-2.6450448,-0.6506272,16.078224,-8.167324,-20.534912,-6.150242,14.728911,-12.467054
342,mixture,-2.042592,-0.36846405,28.679544,-4.0132756,-17.502314,-2.087289,15.18303,-7.636063
343,mixture,-2.802089,0.3009213,1.9258064,-1.2549076,-17.541845,-1.606206,2.4423506,-3.2359214
344,mixture,-4.2792773,-2.7893424,19.520817,-9.114079,-7.98172,-23.36751,8.463502,-19.388836
345,mixture,-1.474647,0.3935998,-16.746193,-4.7620997,-15.8866625,-0.61094695,-16.069635,-4.3051434
346,mixture,-4.097421,-2.4373097,-0.86836404,-8.363645,-8.436102,-22.665964,-5.207387,-11.807877
347,mixture,-3.526247,-2.3054948,-13.285252,-10.107125,-14.113857,-5.3473864,-11.414953,-9.4452915
348,mixture,-2.7315385,0.14863272,11.772137,-4.3057184,-22.946552,-2.0243385,9.649464,-2.2599452
349,mixture,-1.8697729,-0.06778732,-1.3776156,-10.360516,-15.6377735,-3.927952,-3.7147102,-12.160538
350,mixture,-2.0948133,-0.5729434,-24.848814,-0.21329255,-21.86269,-5.5715766,-20.633305,-0.75491
351,mixture,-2.643914,0.30905125,28.778389,-1.5034182,-23.729591,-1.189681,15.938826,-7.429363
352,mixture,-2.7099054,-0.3698252,2.7284863,-5.6801553,-20.635597,-6.338204,2.5991437,-8.038276
353,mixture,-2.7178178,-0.5227324,-22.400545,-5.786526,-15.150159,-3.4802861,-17.804913,-2.8916597
354,mixture,-0.60927933,2.52292,7.6908402,-3.2110245,-14.997604,5.082599,-1.8249178,-21.289345
355,mixture,-0.58354557,2.825861,26.510046,6.6491394,-11.695681,14.780558,16.81012,16.71024
356,mixture,-0.8905334,2.544829,14.893059,-4.3531804,-15.480962,4.9647017,12.975911,-11.502486
357,mixture,-1.38681,3.14533,-29.82729,1.4051636,-7.555201,16.974941,-19.92018,4.451575
358,mixture,-2.196007,0.31700876,4.6839857,-2.9994357,-19.267836,-6.349112,3.9146988,-4.780437
359,mixture,-2.1780226,0.620786,22.401398,-0.20314832,-22.761257,-1.7889527,13.890845,-6.9931808
360,regime,-0.24075942,2.5182836,-9.876252,3.17039,12.882547,22.00075,-8.7685585,14.067614
361,regime,-0.30977017,2.9402683,-1.9223764,0.4053804,8.887521,20.931755,-1.3973588,17.381495
362,regime,-1.0462834,2.3148103,6.8886228,1.1609265,8.76439,15.86003,1.2516605,13.577179
363,regime,-1.0381233,1.6197069,16.022068,-3.6139104,5.0546236,16.515755,10.698408,15.717406
364,regime,-1.1412953,1.9858665,-16.040018,0.036758963,8.162779,17.53837,-12.860506,13.330917
365,regime,-0.93752086,1.9966402,-2.2719984,2.7697365,6.477296,17.480528,-3.3281665,15.571791
366,regime,-0.4870987,2.724341,10.71383,-0.09158571,11.229883,20.378292,9.230385,15.456746
367,regime,-1.1321571,1.9536966,8.99419,2.842523,7.361999,17.451347,6.7630467,17.883467
368,regime,-1.2014614,1.8734695,-6.12499,1.2164853,4.80213,16.7039,-12.321661,18.006466
369,regime,-0.8645909,2.5006964,-6.1627607,4.8111954,6.29733,22.019415,-7.842907,15.383317
370,regime,-0.84427285,2.5507584,-0.42971942,0.8275602,5.464257,19.192242,0.89118344,15.258775
371,regime,-0.6473337,2.5923462,18.359299,1.8587918,9.083818,18.250391,11.907175,19.94343
372,regime,-0.3949428,2.5006413,4.785344,2.5224493,10.201685,19.801428,2.3241155,14.114295
373,regime,-1.6885287,1.1319942,4.925918,2.8787723,4.659091,15.02889,3.057015,15.522885
374,regime,-1.1785628,3.4769497,7.336249,4.50698,8.790926,16.944336,7.185416,15.442999
375,regime,-2.033018,1.0109065,-6.428927,2.5273128,4.046421,14.931146,-7.291193,13.725509
376,regime,-1.2050961,2.085095,0.7430479,1.2645667,6.578411,18.45935,-0.50390077,17.853025
377,regime,-1.6905996,2.2155132,21.37113,-3.1131744,8.301035,16.869013,11.322216,16.126978
378,regime,-0.90502596,2.0612872,-0.3227168,2.9689717,7.1215997,19.51914,-1.3424412,13.617239
379,regime,-0.5954163,2.0996978,-2.908366,2.8287737,6.90854,20.852098,-7.2908626,18.118006
380,regime,-0.30079988,2.9710233,7.422654,3.7238054,9.479657,22.175402,4.728654,15.084441
381,regime,-0.6002206,2.4966726,-18.630236,2.670063,7.2513113,18.122644,-16.744751,12.159968
382,regime,-0.78259826,2.2897425,-9.675579,4.9672613,6.1746645,20.19242,-10.0368395,19.135103
383,regime,-1.1776437,2.1883621,-12.25983,1.9745239,5.3862457,21.063416,-14.428938,14.757223
384,regime,-1.0726267,2.5170827,2.9491432,4.888132,6.6528654,18.526087,3.520415,16.3547
385,regime,-0.25756693,2.6597068,-14.547183,2.3427029,9.57259,20.659475,-13.584968,15.816086
386,regime,-1.068961,2.362747,9.789343,4.2977285,5.5547647,16.834349,6.268967,16.25884
387,regime,-0.9912634,2.4236898,3.4003088,1.4412214,8.126141,22.94448,-0.24965706,13.558938
388,regime,-2.056245,1.7188154,12.373704,1.3212947,3.7004514,15.041903,6.8139386,12.769879
389,regime,-0.5157699,2.5714757,0.13481033,4.2718267,10.280025,19.670967,-0.6735018,16.093746
390,regime,-0.83863604,2.3755744,-14.623561,2.8769205,8.054105,18.15109,-11.711379,13.975168
391,regime,-0.9430533,2.0407803,-8.330494,2.4395344,10.820531,18.888918,-11.996021,17.767162
392,regime,0.1196139,3.5080647,4.1769624,3.2214575,10.335273,22.644901,3.3221564,13.010654
393,regime,-0.37772605,2.738798,-11.575249,2.8363764,7.5801644,21.872599,-9.851484,14.785553
394,regime,-1.503229,1.8086748,-12.877436,3.6542614,4.0369086,16.862572,-11.220739,14.7329855
395,regime,-0.85835725,2.7187414,-12.785847,1.9440869,9.69128,17.294846,-14.221514,16.611374
396,regime,-0.30974784,3.1985364,-6.105384,2.0578434,9.8068075,22.68674,-2.010324,13.452462
397,regime,-1.1930153,2.0273852,-7.7422857,1.0617232,7.290923,17.115723,-7.9913616,12.6766405
398,regime,0.24865033,3.0471573,2.5465584,-0.9011314,11.46871,21.492523,1.2339646,16.462982
399,regime,-1.7160461,2.145915,-1.2451676,1.3590375,3.287668,16.399622,0.57504195,14.173745
400,regime,-0.5320499,2.454175,-6.8512273,2.282061,11.328024,18.925402,-14.211262,17.587753
401,regime,-0.24659148,2.4462233,19.597088,1.2587285,12.070124,19.375774,14.483668,16.658117
402,regime,-1.1912942,2.43243,4.9487715,3.8387468,7.7786984,18.398703,5.439022,17.412306
403,regime,-1.0307559,1.8223046,6.881587,3.6544178,10.302936,16.062872,7.627748,9.432048
404,regime,-0.23837483,2.3054044,24.297382,1.176363,8.796178,19.771168,14.706557,19.004799
405,regime,-0.31575143,3.4871995,9.697266,1.6998298,10.181967,21.321812,9.610484,19.04426
406,regime,-2.1458242,1.1478283,11.200724,1.7638705,7.4799666,14.548065,8.989387,12.835743
407,regime,-1.034654,2.5291033,-7.389064,2.2336063,7.079896,19.480682,-6.114514,15.589004
408,regime,-1.1929352,2.0357149,-10.04769,-0.16507703,7.508833,16.6514,-13.366448,14.674131
409,regime,-1.9532849,2.0735354,-13.47962,0.49741307,6.21874,15.621625,-11.223016,13.136755
410,regime,-0.93435925,2.214622,22.628553,0.27269074,5.593056,17.92635,14.296868,19.185081
411,regime,-0.84971917,2.5511167,-11.460173,0.58060277,5.312329,19.636278,-11.312098,16.321125
412,regime,-0.8649846,2.0040677,-1.4282593,3.6655688,8.369526,16.293581,-5.207958,16.868217
413,regime,-0.9983146,2.1389146,-5.8427696,2.5620632,10.031806,18.478752,-5.63571,11.551215
414,regime,-0.5063345,2.3689225,-11.3733835,1.367263,6.7256427,21.459263,-6.5129647,11.069916
415,regime,-1.4053099,1.4730121,-7.132092,2.299353,5.768904,14.69621,-7.874925,17.672796
416,regime,-0.6468298,2.2769296,-14.65509,-0.1391287,8.316457,20.820705,-12.9032545,11.602736
417,regime,-0.017712083,2.7011626,-10.263901,2.100103,12.384934,22.15519,-9.953355,12.454083
418,regime,-0.6118083,2.7246037,12.803505,4.647405,7.5382705,21.93229,5.867567,13.138546
419,regime,-0.6982484,2.0770576,-6.9047427,1.7739437,10.856157,16.015825,-9.948003,16.519814
420,regime,-0.4369067,3.2325153,-10.961373,3.826411,9.294087,18.526161,-10.6452055,14.055833
421,regime,-1.9536645,1.4254236,-5.8334894,0.3706094,5.3142705,14.440714,-3.5359352,18.242537
422,regime,0.1909138,3.537407,14.675274,3.7572665,11.067719,21.731956,12.691887,18.15286
423,regime,-0.6375234,2.3290033,10.269318,2.1638296,13.031457,18.71965,6.0664845,14.784219
424,regime,-1.0375558,2.310635,-22.923325,2.097011,4.1282535,18.730217,-17.031643,12.309744
425,regime,-0.05597902,2.578435,14.965048,3.7980425,11.868922,19.738491,10.419329,19.45258
426,regime,-0.9989957,1.7786963,-0.28280014,2.6994996,10.747275,17.647116,1.5542635,11.615318
427,regime,-1.0001863,2.4123347,8.370907,2.7600324,5.1501627,17.939384,8.095898,15.115197
428,regime,-0.776236,2.060368,-13.379371,1.4527047,7.926389,19.42954,-11.8011675,11.755468
429,regime,-0.71479994,2.1033428,2.6037786,4.367152,11.898182,16.92191,2.6151235,14.487282
430,regime,0.038141068,2.6961617,-6.8096633,3.3427334,12.323732,20.904085,-4.963232,13.840621
431,regime,-1.4417887,2.3667428,-14.244648,3.2468586,4.169993,15.704284,-13.262528,10.738142
432,regime,-1.0600272,2.3551533,5.3870897,1.8943653,5.9586987,18.658089,4.506174,13.879524
433,regime,-1.0628109,1.9464427,30.0842,2.0723805,12.939847,18.141483,16.868988,18.266445
434,regime,-0.89504,2.5899684,-22.36612,3.7641017,8.803085,17.872753,-18.123194,12.553737
435,regime,-0.5393315,2.4027987,5.536978,3.27526,12.923948,19.876087,5.147716,16.759867
436,regime,-0.52493113,2.8724303,7.6425858,0.7172632,10.998058,20.034086,4.923563,15.223499
437,regime,-0.79606795,2.0567055,-0.32946426,3.1868396,10.848591,18.03583,-2.1485987,15.7785225
438,regime,-1.739315,1.4076569,20.088364,0.7059091,7.706143,15.158037,14.112623,18.868267
439,regime,-0.014284575,3.1161008,11.763847,3.3439708,9.051109,21.740723,6.8564367,16.839703
440,regime,-2.1179988,1.6116438,-10.885169,3.2798245,4.9706297,15.425783,-9.7708,13.842021
441,regime,-1.0341023,2.5583076,-18.526842,1.6403606,7.3340983,19.275303,-14.107218,12.373783
442,regime,-0.36574674,3.5372882,-27.702988,2.5350287,9.369337,23.567785,-18.623838,12.353798
443,regime,-1.2283472,2.8033326,0.7041859,0.11398552,3.823901,18.107225,-0.7595624,11.511065
444,regime,-0.23012392,2.5700803,-2.4098513,2.7560883,8.670326,19.729933,-3.9092987,15.326092
445,regime,-0.9889866,2.3378384,-2.1385736,4.840293,6.2428346,21.98259,-4.4734297,14.26078
446,regime,-1.7607855,2.1425498,4.014046,0.44493923,6.3254485,15.638521,2.189274,16.793888
447,regime,-0.0468862,2.9246755,-5.3539886,3.3038898,12.63718,20.396679,-7.483106,12.7189045
448,regime,-0.51573,1.8108932,-4.0657053,0.011013391,9.157241,19.335617,-2.0654354,19.037743
449,regime,0.24359731,3.4192357,14.841452,2.606401,11.091533,22.233644,11.4324665,19.057528
