model,task,metric,layer,init,n_seeds,pre_mean,rnd_mean,mean,delta,ci_lo,ci_hi,q_value,per_seed_delta
gemma2_2b,P3_periodicity_present,balanced_accuracy,L1,pretrained_minus_random,3,0.9542,0.8958,0.9542,0.0583,0.0438,0.0833,,s7:+0.048;s17:+0.044;s27:+0.083
gemma2_2b,P3_periodicity_present,macro_f1,L1,pretrained_minus_random,3,0.9467,0.8796,0.9467,0.0671,0.0477,0.0896,,s7:+0.064;s17:+0.048;s27:+0.090
gemma2_2b,P4_dominant_period,balanced_accuracy,L1,pretrained_minus_random,3,0.2383,0.2518,0.2383,-0.0134,-0.098,0.1112,,s7:-0.053;s17:+0.111;s27:-0.098
gemma2_2b,P4_dominant_period,macro_f1,L1,pretrained_minus_random,3,0.2337,0.2474,0.2337,-0.0137,-0.0996,0.0989,,s7:-0.040;s17:+0.099;s27:-0.100
gemma2_2b,P4b_dominant_period_reg,r2,L1,pretrained_minus_random,3,0.0167,-0.5953,0.0167,0.612,0.2981,0.9124,,s7:+0.298;s17:+0.625;s27:+0.912
gemma2_2b,P4b_dominant_period_reg,nmae,L1,pretrained_minus_random,3,0.7837,1.0048,0.7837,-0.2211,-0.2984,-0.1243,,s7:-0.124;s17:-0.241;s27:-0.298
gemma2_2b,P5_local_dependence,balanced_accuracy,L1,pretrained_minus_random,3,0.2802,0.2726,0.2802,0.0075,-0.0168,0.0328,,s7:+0.033;s17:+0.007;s27:-0.017
gemma2_2b,P5_local_dependence,macro_f1,L1,pretrained_minus_random,3,0.2735,0.2657,0.2735,0.0078,-0.0217,0.0258,,s7:+0.026;s17:+0.019;s27:-0.022
gemma2_2b,P5b_local_dependence_reg,r2,L1,pretrained_minus_random,3,-0.2704,-1.4818,-0.2704,1.2114,0.6395,1.6075,,s7:+1.387;s17:+0.640;s27:+1.607
gemma2_2b,P5b_local_dependence_reg,nmae,L1,pretrained_minus_random,3,0.9208,1.2529,0.9208,-0.3321,-0.4333,-0.193,,s7:-0.370;s17:-0.193;s27:-0.433
gemma2_2b,P6_noise_level,balanced_accuracy,L1,pretrained_minus_random,3,0.3427,0.3996,0.3427,-0.0569,-0.0866,-0.0351,,s7:-0.049;s17:-0.087;s27:-0.035
gemma2_2b,P6_noise_level,macro_f1,L1,pretrained_minus_random,3,0.3097,0.3904,0.3097,-0.0807,-0.1208,-0.0572,,s7:-0.064;s17:-0.121;s27:-0.057
gemma2_2b,P7_anomaly_present,balanced_accuracy,L1,pretrained_minus_random,3,0.5625,0.5195,0.5625,0.043,0.0039,0.0703,,s7:+0.004;s17:+0.070;s27:+0.055
gemma2_2b,P7_anomaly_present,macro_f1,L1,pretrained_minus_random,3,0.5595,0.5193,0.5595,0.0402,0.0035,0.0657,,s7:+0.004;s17:+0.066;s27:+0.051
gemma2_2b,P8_anomaly_location,balanced_accuracy,L1,pretrained_minus_random,3,0.14,0.1523,0.14,-0.0123,-0.0333,-0.0014,,s7:-0.001;s17:-0.033;s27:-0.002
gemma2_2b,P8_anomaly_location,macro_f1,L1,pretrained_minus_random,3,0.133,0.1492,0.133,-0.0161,-0.0503,0.0091,,s7:-0.007;s17:-0.050;s27:+0.009
gemma2_2b,P9_changepoint_present,balanced_accuracy,L1,pretrained_minus_random,3,0.9245,0.7865,0.9245,0.138,0.0586,0.2227,,s7:+0.223;s17:+0.059;s27:+0.133
gemma2_2b,P9_changepoint_present,macro_f1,L1,pretrained_minus_random,3,0.9243,0.7853,0.9243,0.139,0.0589,0.2251,,s7:+0.225;s17:+0.059;s27:+0.133
gemma2_2b,P10_changepoint_location,balanced_accuracy,L6,pretrained_minus_random,3,0.283,0.2433,0.283,0.0397,-0.0287,0.1163,,s7:+0.031;s17:-0.029;s27:+0.116
gemma2_2b,P10_changepoint_location,macro_f1,L6,pretrained_minus_random,3,0.2785,0.2408,0.2785,0.0377,-0.0291,0.1225,,s7:+0.020;s17:-0.029;s27:+0.122
gemma2_2b,P1_trend_direction,balanced_accuracy,L6,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
gemma2_2b,P1_trend_direction,macro_f1,L6,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
gemma2_2b,P2_trend_strength,balanced_accuracy,L6,pretrained_minus_random,3,0.3335,0.345,0.3335,-0.0115,-0.0568,0.0478,,s7:+0.048;s17:-0.026;s27:-0.057
gemma2_2b,P2_trend_strength,macro_f1,L6,pretrained_minus_random,3,0.3344,0.3413,0.3344,-0.0068,-0.0428,0.0532,,s7:+0.053;s17:-0.031;s27:-0.043
gemma2_2b,P2b_trend_strength_reg,r2,L6,pretrained_minus_random,3,-0.3614,-0.111,-0.3614,-0.2504,-0.4179,-0.0719,,s7:-0.072;s17:-0.418;s27:-0.261
gemma2_2b,P2b_trend_strength_reg,nmae,L6,pretrained_minus_random,3,0.9427,0.8422,0.9427,0.1005,0.0176,0.1581,,s7:+0.018;s17:+0.158;s27:+0.126
gemma2_2b,P3_periodicity_present,balanced_accuracy,L6,pretrained_minus_random,3,0.9743,0.9382,0.9743,0.0361,0.025,0.0458,,s7:+0.038;s17:+0.025;s27:+0.046
gemma2_2b,P3_periodicity_present,macro_f1,L6,pretrained_minus_random,3,0.9779,0.9332,0.9779,0.0446,0.0281,0.0536,,s7:+0.054;s17:+0.028;s27:+0.052
gemma2_2b,P4_dominant_period,balanced_accuracy,L6,pretrained_minus_random,3,0.4472,0.3081,0.4472,0.1391,0.102,0.2011,,s7:+0.201;s17:+0.114;s27:+0.102
gemma2_2b,P4_dominant_period,macro_f1,L6,pretrained_minus_random,3,0.4419,0.306,0.4419,0.1359,0.092,0.1982,,s7:+0.198;s17:+0.118;s27:+0.092
gemma2_2b,P4b_dominant_period_reg,r2,L6,pretrained_minus_random,3,0.8462,0.1582,0.8462,0.688,0.5937,0.7508,,s7:+0.751;s17:+0.594;s27:+0.719
gemma2_2b,P4b_dominant_period_reg,nmae,L6,pretrained_minus_random,3,0.3024,0.7354,0.3024,-0.4329,-0.4692,-0.39,,s7:-0.469;s17:-0.390;s27:-0.440
gemma2_2b,P5_local_dependence,balanced_accuracy,L6,pretrained_minus_random,3,0.4166,0.2859,0.4166,0.1307,0.1289,0.1326,,s7:+0.129;s17:+0.131;s27:+0.133
gemma2_2b,P5_local_dependence,macro_f1,L6,pretrained_minus_random,3,0.4104,0.2865,0.4104,0.1238,0.1154,0.1285,,s7:+0.115;s17:+0.129;s27:+0.128
gemma2_2b,P5b_local_dependence_reg,r2,L6,pretrained_minus_random,3,0.1577,-0.2468,0.1577,0.4045,0.2928,0.5487,,s7:+0.293;s17:+0.372;s27:+0.549
gemma2_2b,P5b_local_dependence_reg,nmae,L6,pretrained_minus_random,3,0.7344,0.9292,0.7344,-0.1947,-0.2497,-0.1428,,s7:-0.143;s17:-0.192;s27:-0.250
gemma2_2b,P6_noise_level,balanced_accuracy,L6,pretrained_minus_random,3,0.4101,0.4167,0.4101,-0.0066,-0.0676,0.0383,,s7:-0.068;s17:+0.038;s27:+0.010
gemma2_2b,P6_noise_level,macro_f1,L6,pretrained_minus_random,3,0.3989,0.4124,0.3989,-0.0135,-0.0795,0.0282,,s7:-0.080;s17:+0.028;s27:+0.011
gemma2_2b,P7_anomaly_present,balanced_accuracy,L6,pretrained_minus_random,3,0.6393,0.5325,0.6393,0.1068,0.043,0.168,,s7:+0.109;s17:+0.168;s27:+0.043
gemma2_2b,P7_anomaly_present,macro_f1,L6,pretrained_minus_random,3,0.639,0.5317,0.639,0.1073,0.0431,0.169,,s7:+0.110;s17:+0.169;s27:+0.043
gemma2_2b,P8_anomaly_location,balanced_accuracy,L6,pretrained_minus_random,3,0.1722,0.1489,0.1722,0.0233,0.0044,0.0381,,s7:+0.027;s17:+0.004;s27:+0.038
gemma2_2b,P8_anomaly_location,macro_f1,L6,pretrained_minus_random,3,0.1703,0.1464,0.1703,0.0239,0.0073,0.0343,,s7:+0.034;s17:+0.007;s27:+0.030
gemma2_2b,P9_changepoint_present,balanced_accuracy,L6,pretrained_minus_random,3,0.9661,0.8607,0.9661,0.1055,0.0625,0.1367,,s7:+0.137;s17:+0.062;s27:+0.117
gemma2_2b,P9_changepoint_present,macro_f1,L6,pretrained_minus_random,3,0.9661,0.8603,0.9661,0.1058,0.0625,0.1374,,s7:+0.137;s17:+0.062;s27:+0.117
gemma2_2b,P10_changepoint_location,balanced_accuracy,p50,pretrained_minus_random,3,0.2716,0.2538,0.2716,0.0177,-0.0264,0.0602,,s7:-0.026;s17:+0.060;s27:+0.019
gemma2_2b,P10_changepoint_location,macro_f1,p50,pretrained_minus_random,3,0.2608,0.2514,0.2608,0.0095,-0.0287,0.0553,,s7:-0.029;s17:+0.055;s27:+0.002
gemma2_2b,P1_trend_direction,balanced_accuracy,p50,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
gemma2_2b,P1_trend_direction,macro_f1,p50,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
gemma2_2b,P2_trend_strength,balanced_accuracy,p50,pretrained_minus_random,3,0.3452,0.3586,0.3452,-0.0134,-0.0308,-0.0018,,s7:-0.008;s17:-0.031;s27:-0.002
gemma2_2b,P2_trend_strength,macro_f1,p50,pretrained_minus_random,3,0.3425,0.3549,0.3425,-0.0125,-0.0328,0.0029,,s7:-0.007;s17:-0.033;s27:+0.003
gemma2_2b,P2b_trend_strength_reg,r2,p50,pretrained_minus_random,3,-0.4458,-0.0554,-0.4458,-0.3904,-0.4787,-0.2286,,s7:-0.479;s17:-0.464;s27:-0.229
gemma2_2b,P2b_trend_strength_reg,nmae,p50,pretrained_minus_random,3,0.9615,0.8395,0.9615,0.122,0.0545,0.1637,,s7:+0.148;s17:+0.164;s27:+0.055
gemma2_2b,P3_periodicity_present,balanced_accuracy,p50,pretrained_minus_random,3,0.9667,0.9313,0.9667,0.0354,0.0312,0.0396,,s7:+0.031;s17:+0.035;s27:+0.040
gemma2_2b,P3_periodicity_present,macro_f1,p50,pretrained_minus_random,3,0.9686,0.926,0.9686,0.0426,0.0346,0.0515,,s7:+0.042;s17:+0.035;s27:+0.052
gemma2_2b,P4_dominant_period,balanced_accuracy,p50,pretrained_minus_random,3,0.5593,0.2618,0.5593,0.2975,0.2203,0.3381,,s7:+0.334;s17:+0.220;s27:+0.338
gemma2_2b,P4_dominant_period,macro_f1,p50,pretrained_minus_random,3,0.554,0.2597,0.554,0.2943,0.2284,0.329,,s7:+0.325;s17:+0.228;s27:+0.329
gemma2_2b,P4b_dominant_period_reg,r2,p50,pretrained_minus_random,3,0.8487,0.1306,0.8487,0.7181,0.6264,0.797,,s7:+0.731;s17:+0.626;s27:+0.797
gemma2_2b,P4b_dominant_period_reg,nmae,p50,pretrained_minus_random,3,0.2977,0.7522,0.2977,-0.4545,-0.4774,-0.4096,,s7:-0.476;s17:-0.410;s27:-0.477
gemma2_2b,P5_local_dependence,balanced_accuracy,p50,pretrained_minus_random,3,0.4289,0.285,0.4289,0.1439,0.0875,0.1945,,s7:+0.194;s17:+0.150;s27:+0.087
gemma2_2b,P5_local_dependence,macro_f1,p50,pretrained_minus_random,3,0.4207,0.2862,0.4207,0.1345,0.0811,0.1829,,s7:+0.183;s17:+0.140;s27:+0.081
gemma2_2b,P5b_local_dependence_reg,r2,p50,pretrained_minus_random,3,0.2559,-0.16,0.2559,0.4159,0.3133,0.5226,,s7:+0.523;s17:+0.313;s27:+0.412
gemma2_2b,P5b_local_dependence_reg,nmae,p50,pretrained_minus_random,3,0.6741,0.9083,0.6741,-0.2341,-0.2876,-0.203,,s7:-0.288;s17:-0.203;s27:-0.212
gemma2_2b,P6_noise_level,balanced_accuracy,p50,pretrained_minus_random,3,0.4995,0.4067,0.4995,0.0928,0.0791,0.1125,,s7:+0.079;s17:+0.087;s27:+0.113
gemma2_2b,P6_noise_level,macro_f1,p50,pretrained_minus_random,3,0.4977,0.4042,0.4977,0.0934,0.0817,0.1116,,s7:+0.082;s17:+0.087;s27:+0.112
gemma2_2b,P7_anomaly_present,balanced_accuracy,p50,pretrained_minus_random,3,0.6849,0.5456,0.6849,0.1393,0.1055,0.1797,,s7:+0.105;s17:+0.180;s27:+0.133
gemma2_2b,P7_anomaly_present,macro_f1,p50,pretrained_minus_random,3,0.6847,0.545,0.6847,0.1397,0.1067,0.1798,,s7:+0.107;s17:+0.180;s27:+0.133
gemma2_2b,P8_anomaly_location,balanced_accuracy,p50,pretrained_minus_random,3,0.1996,0.148,0.1996,0.0516,0.0052,0.1122,,s7:+0.037;s17:+0.112;s27:+0.005
gemma2_2b,P8_anomaly_location,macro_f1,p50,pretrained_minus_random,3,0.1947,0.1411,0.1947,0.0536,0.0153,0.1111,,s7:+0.034;s17:+0.111;s27:+0.015
gemma2_2b,P9_changepoint_present,balanced_accuracy,p50,pretrained_minus_random,3,0.9583,0.8333,0.9583,0.125,0.1055,0.1602,,s7:+0.160;s17:+0.109;s27:+0.105
gemma2_2b,P9_changepoint_present,macro_f1,p50,pretrained_minus_random,3,0.9583,0.833,0.9583,0.1253,0.1057,0.1606,,s7:+0.161;s17:+0.110;s27:+0.106
gemma2_2b,P10_changepoint_location,balanced_accuracy,L20,pretrained_minus_random,3,0.2982,0.2319,0.2982,0.0663,0.0302,0.0948,,s7:+0.095;s17:+0.030;s27:+0.074
gemma2_2b,P10_changepoint_location,macro_f1,L20,pretrained_minus_random,3,0.2898,0.2292,0.2898,0.0606,0.0296,0.0858,,s7:+0.086;s17:+0.030;s27:+0.066
gemma2_2b,P1_trend_direction,balanced_accuracy,L20,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
gemma2_2b,P1_trend_direction,macro_f1,L20,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
gemma2_2b,P2_trend_strength,balanced_accuracy,L20,pretrained_minus_random,3,0.3725,0.2999,0.3725,0.0725,0.0035,0.1489,,s7:+0.149;s17:+0.065;s27:+0.004
gemma2_2b,P2_trend_strength,macro_f1,L20,pretrained_minus_random,3,0.3647,0.2973,0.3647,0.0674,0.0021,0.1377,,s7:+0.138;s17:+0.062;s27:+0.002
gemma2_2b,P2b_trend_strength_reg,r2,L20,pretrained_minus_random,3,-0.3081,-0.0916,-0.3081,-0.2165,-0.4275,-0.0959,,s7:-0.126;s17:-0.427;s27:-0.096
gemma2_2b,P2b_trend_strength_reg,nmae,L20,pretrained_minus_random,3,0.9258,0.8601,0.9258,0.0657,0.027,0.1174,,s7:+0.053;s17:+0.117;s27:+0.027
gemma2_2b,P3_periodicity_present,balanced_accuracy,L20,pretrained_minus_random,3,0.9667,0.9243,0.9667,0.0424,0.0271,0.0542,,s7:+0.054;s17:+0.027;s27:+0.046
gemma2_2b,P3_periodicity_present,macro_f1,L20,pretrained_minus_random,3,0.9676,0.9163,0.9676,0.0514,0.0337,0.0659,,s7:+0.066;s17:+0.034;s27:+0.055
gemma2_2b,P4_dominant_period,balanced_accuracy,L20,pretrained_minus_random,3,0.534,0.2084,0.534,0.3257,0.2523,0.3969,,s7:+0.397;s17:+0.252;s27:+0.328
gemma2_2b,P4_dominant_period,macro_f1,L20,pretrained_minus_random,3,0.5281,0.2078,0.5281,0.3203,0.2477,0.3907,,s7:+0.391;s17:+0.248;s27:+0.323
gemma2_2b,P4b_dominant_period_reg,r2,L20,pretrained_minus_random,3,0.848,0.1044,0.848,0.7435,0.6118,0.8693,,s7:+0.750;s17:+0.612;s27:+0.869
gemma2_2b,P4b_dominant_period_reg,nmae,L20,pretrained_minus_random,3,0.3005,0.7702,0.3005,-0.4697,-0.5262,-0.3971,,s7:-0.486;s17:-0.397;s27:-0.526
gemma2_2b,P5_local_dependence,balanced_accuracy,L20,pretrained_minus_random,3,0.4009,0.2733,0.4009,0.1277,0.0723,0.211,,s7:+0.211;s17:+0.072;s27:+0.100
gemma2_2b,P5_local_dependence,macro_f1,L20,pretrained_minus_random,3,0.3945,0.2743,0.3945,0.1202,0.0664,0.2037,,s7:+0.204;s17:+0.066;s27:+0.091
gemma2_2b,P5b_local_dependence_reg,r2,L20,pretrained_minus_random,3,0.2357,-0.1819,0.2357,0.4176,0.2889,0.5042,,s7:+0.504;s17:+0.289;s27:+0.460
gemma2_2b,P5b_local_dependence_reg,nmae,L20,pretrained_minus_random,3,0.7067,0.922,0.7067,-0.2154,-0.2667,-0.1751,,s7:-0.267;s17:-0.175;s27:-0.204
gemma2_2b,P6_noise_level,balanced_accuracy,L20,pretrained_minus_random,3,0.5136,0.3791,0.5136,0.1346,0.1169,0.149,,s7:+0.138;s17:+0.117;s27:+0.149
gemma2_2b,P6_noise_level,macro_f1,L20,pretrained_minus_random,3,0.5125,0.3774,0.5125,0.1351,0.117,0.15,,s7:+0.138;s17:+0.117;s27:+0.150
gemma2_2b,P7_anomaly_present,balanced_accuracy,L20,pretrained_minus_random,3,0.7083,0.526,0.7083,0.1823,0.1289,0.2188,,s7:+0.129;s17:+0.219;s27:+0.199
gemma2_2b,P7_anomaly_present,macro_f1,L20,pretrained_minus_random,3,0.7067,0.5257,0.7067,0.181,0.1273,0.2164,,s7:+0.127;s17:+0.216;s27:+0.199
gemma2_2b,P8_anomaly_location,balanced_accuracy,L20,pretrained_minus_random,3,0.2282,0.1587,0.2282,0.0695,-0.0274,0.1376,,s7:+0.098;s17:+0.138;s27:-0.027
gemma2_2b,P8_anomaly_location,macro_f1,L20,pretrained_minus_random,3,0.2227,0.1522,0.2227,0.0705,-0.0213,0.135,,s7:+0.098;s17:+0.135;s27:-0.021
gemma2_2b,P9_changepoint_present,balanced_accuracy,L20,pretrained_minus_random,3,0.9727,0.8138,0.9727,0.1589,0.1172,0.1836,,s7:+0.184;s17:+0.176;s27:+0.117
gemma2_2b,P9_changepoint_present,macro_f1,L20,pretrained_minus_random,3,0.9726,0.8133,0.9726,0.1593,0.1173,0.1849,,s7:+0.185;s17:+0.176;s27:+0.117
gemma2_2b,P10_changepoint_location,balanced_accuracy,final,pretrained_minus_random,3,0.3267,0.2343,0.3267,0.0924,0.0716,0.1038,,s7:+0.104;s17:+0.102;s27:+0.072
gemma2_2b,P10_changepoint_location,macro_f1,final,pretrained_minus_random,3,0.3175,0.2322,0.3175,0.0853,0.0726,0.1044,,s7:+0.079;s17:+0.104;s27:+0.073
gemma2_2b,P1_trend_direction,balanced_accuracy,final,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
gemma2_2b,P1_trend_direction,macro_f1,final,pretrained_minus_random,3,1.0,1.0,1.0,0.0,0.0,0.0,,s7:+0.000;s17:+0.000;s27:+0.000
gemma2_2b,P2_trend_strength,balanced_accuracy,final,pretrained_minus_random,3,0.3626,0.3042,0.3626,0.0584,0.0011,0.1518,,s7:+0.152;s17:+0.001;s27:+0.022
gemma2_2b,P2_trend_strength,macro_f1,final,pretrained_minus_random,3,0.3536,0.3016,0.3536,0.052,0.0003,0.1352,,s7:+0.135;s17:+0.000;s27:+0.020
gemma2_2b,P2b_trend_strength_reg,r2,final,pretrained_minus_random,3,-0.2698,-0.0561,-0.2698,-0.2138,-0.3291,-0.0442,,s7:-0.329;s17:-0.268;s27:-0.044
gemma2_2b,P2b_trend_strength_reg,nmae,final,pretrained_minus_random,3,0.8998,0.8515,0.8998,0.0483,-0.0068,0.1029,,s7:+0.103;s17:+0.049;s27:-0.007
gemma2_2b,P3_periodicity_present,balanced_accuracy,final,pretrained_minus_random,3,0.9674,0.9229,0.9674,0.0444,0.0271,0.0542,,s7:+0.052;s17:+0.027;s27:+0.054
gemma2_2b,P3_periodicity_present,macro_f1,final,pretrained_minus_random,3,0.9687,0.9152,0.9687,0.0534,0.0337,0.0654,,s7:+0.065;s17:+0.034;s27:+0.061
gemma2_2b,P4_dominant_period,balanced_accuracy,final,pretrained_minus_random,3,0.4998,0.2374,0.4998,0.2624,0.2248,0.3302,,s7:+0.330;s17:+0.225;s27:+0.232
gemma2_2b,P4_dominant_period,macro_f1,final,pretrained_minus_random,3,0.4885,0.2371,0.4885,0.2514,0.2131,0.3212,,s7:+0.321;s17:+0.220;s27:+0.213
gemma2_2b,P4b_dominant_period_reg,r2,final,pretrained_minus_random,3,0.8245,0.0876,0.8245,0.7369,0.6294,0.8872,,s7:+0.694;s17:+0.629;s27:+0.887
gemma2_2b,P4b_dominant_period_reg,nmae,final,pretrained_minus_random,3,0.3336,0.7732,0.3336,-0.4396,-0.4949,-0.4026,,s7:-0.421;s17:-0.403;s27:-0.495
gemma2_2b,P5_local_dependence,balanced_accuracy,final,pretrained_minus_random,3,0.4186,0.2585,0.4186,0.1601,0.0692,0.2437,,s7:+0.244;s17:+0.167;s27:+0.069
gemma2_2b,P5_local_dependence,macro_f1,final,pretrained_minus_random,3,0.4141,0.2582,0.4141,0.1559,0.0648,0.2341,,s7:+0.234;s17:+0.169;s27:+0.065
gemma2_2b,P5b_local_dependence_reg,r2,final,pretrained_minus_random,3,0.2404,-0.1727,0.2404,0.4131,0.3134,0.5158,,s7:+0.516;s17:+0.313;s27:+0.410
gemma2_2b,P5b_local_dependence_reg,nmae,final,pretrained_minus_random,3,0.702,0.9168,0.702,-0.2148,-0.2834,-0.1732,,s7:-0.283;s17:-0.173;s27:-0.188
gemma2_2b,P6_noise_level,balanced_accuracy,final,pretrained_minus_random,3,0.5161,0.3873,0.5161,0.1288,0.1072,0.1491,,s7:+0.130;s17:+0.107;s27:+0.149
gemma2_2b,P6_noise_level,macro_f1,final,pretrained_minus_random,3,0.5151,0.3842,0.5151,0.1309,0.1114,0.1514,,s7:+0.130;s17:+0.111;s27:+0.151
gemma2_2b,P7_anomaly_present,balanced_accuracy,final,pretrained_minus_random,3,0.6875,0.5326,0.6875,0.1549,0.0781,0.2148,,s7:+0.078;s17:+0.215;s27:+0.172
gemma2_2b,P7_anomaly_present,macro_f1,final,pretrained_minus_random,3,0.686,0.5324,0.686,0.1536,0.0767,0.2129,,s7:+0.077;s17:+0.213;s27:+0.171
gemma2_2b,P8_anomaly_location,balanced_accuracy,final,pretrained_minus_random,3,0.1809,0.146,0.1809,0.0349,-0.001,0.0575,,s7:+0.048;s17:+0.057;s27:-0.001
gemma2_2b,P8_anomaly_location,macro_f1,final,pretrained_minus_random,3,0.1772,0.1439,0.1772,0.0333,0.0021,0.0538,,s7:+0.044;s17:+0.054;s27:+0.002
gemma2_2b,P9_changepoint_present,balanced_accuracy,final,pretrained_minus_random,3,0.9622,0.7956,0.9622,0.1667,0.1211,0.2031,,s7:+0.176;s17:+0.203;s27:+0.121
gemma2_2b,P9_changepoint_present,macro_f1,final,pretrained_minus_random,3,0.9622,0.7952,0.9622,0.167,0.1211,0.2031,,s7:+0.177;s17:+0.203;s27:+0.121
gemma2_9b,P10_changepoint_location,balanced_accuracy,n/a,handcrafted,6,,,0.1859,,,,,
gemma2_9b,P10_changepoint_location,macro_f1,n/a,handcrafted,6,,,0.1824,,,,,
gemma2_9b,P1_trend_direction,balanced_accuracy,n/a,handcrafted,6,,,0.4849,,,,,
gemma2_9b,P1_trend_direction,macro_f1,n/a,handcrafted,6,,,0.4841,,,,,
gemma2_9b,P2_trend_strength,balanced_accuracy,n/a,handcrafted,6,,,0.4258,,,,,
gemma2_9b,P2_trend_strength,macro_f1,n/a,handcrafted,6,,,0.4253,,,,,
gemma2_9b,P2b_trend_strength_reg,r2,n/a,handcrafted,6,,,0.319,,,,,
gemma2_9b,P2b_trend_strength_reg,nmae,n/a,handcrafted,6,,,0.6699,,,,,
gemma2_9b,P3_periodicity_present,balanced_accuracy,n/a,handcrafted,6,,,0.9986,,,,,
gemma2_9b,P3_periodicity_present,macro_f1,n/a,handcrafted,6,,,0.999,,,,,
gemma2_9b,P4_dominant_period,balanced_accuracy,n/a,handcrafted,6,,,0.977,,,,,
gemma2_9b,P4_dominant_period,macro_f1,n/a,handcrafted,6,,,0.9772,,,,,
gemma2_9b,P4b_dominant_period_reg,r2,n/a,handcrafted,6,,,0.9213,,,,,
gemma2_9b,P4b_dominant_period_reg,nmae,n/a,handcrafted,6,,,0.2233,,,,,
gemma2_9b,P5_local_dependence,balanced_accuracy,n/a,handcrafted,6,,,0.5555,,,,,
gemma2_9b,P5_local_dependence,macro_f1,n/a,handcrafted,6,,,0.5362,,,,,
gemma2_9b,P5b_local_dependence_reg,r2,n/a,handcrafted,6,,,0.6624,,,,,
gemma2_9b,P5b_local_dependence_reg,nmae,n/a,handcrafted,6,,,0.4572,,,,,
gemma2_9b,P6_noise_level,balanced_accuracy,n/a,handcrafted,6,,,0.5013,,,,,
gemma2_9b,P6_noise_level,macro_f1,n/a,handcrafted,6,,,0.4413,,,,,
gemma2_9b,P7_anomaly_present,balanced_accuracy,n/a,handcrafted,6,,,0.7292,,,,,
gemma2_9b,P7_anomaly_present,macro_f1,n/a,handcrafted,6,,,0.7283,,,,,
gemma2_9b,P8_anomaly_location,balanced_accuracy,n/a,handcrafted,6,,,0.1508,,,,,
gemma2_9b,P8_anomaly_location,macro_f1,n/a,handcrafted,6,,,0.1364,,,,,
gemma2_9b,P9_changepoint_present,balanced_accuracy,n/a,handcrafted,6,,,0.8581,,,,,
gemma2_9b,P9_changepoint_present,macro_f1,n/a,handcrafted,6,,,0.858,,,,,
gemma2_9b,P10_changepoint_location,balanced_accuracy,L1,pretrained_minus_random,3,0.286,0.2761,0.286,0.0099,-0.0499,0.089,,s7:-0.050;s17:-0.009;s27:+0.089
gemma2_9b,P10_changepoint_location,macro_f1,L1,pretrained_minus_random,3,0.2834,0.2726,0.2834,0.0109,-0.0507,0.0856,,s7:-0.051;s17:-0.002;s27:+0.086
gemma2_9b,P1_trend_direction,balanced_accuracy,L1,pretrained_minus_random,3,1.0,0.9983,1.0,0.0017,0.0,0.0051,,s7:+0.005;s17:+0.000;s27:+0.000
gemma2_9b,P1_trend_direction,macro_f1,L1,pretrained_minus_random,3,1.0,0.9983,1.0,0.0017,0.0,0.005,,s7:+0.005;s17:+0.000;s27:+0.000
gemma2_9b,P2_trend_strength,balanced_accuracy,L1,pretrained_minus_random,3,0.3033,0.324,0.3033,-0.0208,-0.0871,0.0211,,s7:+0.021;s17:-0.087;s27:+0.004
gemma2_9b,P2_trend_strength,macro_f1,L1,pretrained_minus_random,3,0.2998,0.3196,0.2998,-0.0197,-0.0858,0.0165,,s7:+0.016;s17:-0.086;s27:+0.010
gemma2_9b,P2b_trend_strength_reg,r2,L1,pretrained_minus_random,3,-0.1552,-1.1869,-0.1552,1.0317,0.7047,1.5017,,s7:+1.502;s17:+0.889;s27:+0.705
gemma2_9b,P2b_trend_strength_reg,nmae,L1,pretrained_minus_random,3,0.8622,1.191,0.8622,-0.3288,-0.4359,-0.244,,s7:-0.436;s17:-0.306;s27:-0.244
gemma2_9b,P3_periodicity_present,balanced_accuracy,L1,pretrained_minus_random,3,0.9479,0.8542,0.9479,0.0938,0.0771,0.1167,,s7:+0.117;s17:+0.077;s27:+0.088
gemma2_9b,P3_periodicity_present,macro_f1,L1,pretrained_minus_random,3,0.9369,0.8397,0.9369,0.0972,0.0788,0.1231,,s7:+0.123;s17:+0.079;s27:+0.090
gemma2_9b,P4_dominant_period,balanced_accuracy,L1,pretrained_minus_random,3,0.2087,0.2281,0.2087,-0.0194,-0.0569,0.0263,,s7:+0.026;s17:-0.057;s27:-0.028
